feedtype,feedurl
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sw/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sw/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sw/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sw/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_sw/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_sw/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sd/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sd/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sd/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sd/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_sd/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_sd/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_mp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_mp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_mp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_mp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_mp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_mp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pj/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pj/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pj/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pj/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pj/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pj/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ap/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ap/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ap/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ap/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ap/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ap/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pt/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pt/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pt/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pt/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pt/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pt/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_vp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_vp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_vp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_vp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_vp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_vp/en/system_regions.json
system_information,https://poland.nextbike.net/maps/gbfs/v1/nextbike_pl/en/system_information.json
station_information,https://poland.nextbike.net/maps/gbfs/v1/nextbike_pl/en/station_information.json
station_status,https://poland.nextbike.net/maps/gbfs/v1/nextbike_pl/en/station_status.json
free_bike_status,https://poland.nextbike.net/maps/gbfs/v1/nextbike_pl/en/free_bike_status.json
system_hours,https://poland.nextbike.net/maps/gbfs/v1/nextbike_pl/en/system_hours.json
system_regions,https://poland.nextbike.net/maps/gbfs/v1/nextbike_pl/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pz/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pz/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pz/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pz/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pz/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pz/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sa/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sa/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sa/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sa/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_sa/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_sa/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cn/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cn/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cn/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cn/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_cn/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_cn/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_as/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_as/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_as/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_as/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_as/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_as/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nk/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nk/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nk/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nk/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_nk/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_nk/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ot/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ot/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ot/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ot/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ot/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ot/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kv/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kv/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kv/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kv/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_kv/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_kv/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nu/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nu/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nu/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nu/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_nu/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_nu/en/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_arborbike/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_arborbike/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_arborbike/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_arborbike/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_arborbike/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_arborbike/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_austin/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_austin/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_austin/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_austin/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_austin/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_austin/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_aventura/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_aventura/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_aventura/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_aventura/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_aventura/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_aventura/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_battlecreek/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_battlecreek/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_battlecreek/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_battlecreek/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_battlecreek/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_battlecreek/system_regions.json
system_information,http://chat.publicbikesystem.net/ube/gbfs/v1/en/system_information
station_information,http://chat.publicbikesystem.net/ube/gbfs/v1/en/station_information
station_status,http://chat.publicbikesystem.net/ube/gbfs/v1/en/station_status
system_pricing_plans,http://chat.publicbikesystem.net/ube/gbfs/v1/en/system_pricing_plans
gbfs,https://gbfs.bcycle.com/bcycle_bikelnk/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_bikelnk/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_bikelnk/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_bikelnk/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_bikelnk/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_bikelnk/system_regions.json
system_information,http://kona.publicbikesystem.net/ube/gbfs/v1/en/system_information
station_information,http://kona.publicbikesystem.net/ube/gbfs/v1/en/station_information
station_status,http://kona.publicbikesystem.net/ube/gbfs/v1/en/station_status
system_pricing_plans,http://kona.publicbikesystem.net/ube/gbfs/v1/en/system_pricing_plans
gbfs,http://biketownpdx.socialbicycles.com/opendata/gbfs.json
system_information,http://biketownpdx.socialbicycles.com/opendata/system_information.json
station_information,http://biketownpdx.socialbicycles.com/opendata/station_information.json
station_status,http://biketownpdx.socialbicycles.com/opendata/station_status.json
free_bike_status,http://biketownpdx.socialbicycles.com/opendata/free_bike_status.json
system_hours,http://biketownpdx.socialbicycles.com/opendata/system_hours.json
system_calendar,http://biketownpdx.socialbicycles.com/opendata/system_calendar.json
system_regions,http://biketownpdx.socialbicycles.com/opendata/system_regions.json
system_pricing_plans,http://biketownpdx.socialbicycles.com/opendata/system_pricing_plans.json
system_alerts,http://biketownpdx.socialbicycles.com/opendata/system_alerts.json
system_information,http://hon.publicbikesystem.net/ube/gbfs/v1/en/system_information
station_information,http://hon.publicbikesystem.net/ube/gbfs/v1/en/station_information
station_status,http://hon.publicbikesystem.net/ube/gbfs/v1/en/station_status
system_pricing_plans,http://hon.publicbikesystem.net/ube/gbfs/v1/en/system_pricing_plans
gbfs,http://britebikes.socialbicycles.com/opendata/gbfs.json
system_information,http://britebikes.socialbicycles.com/opendata/system_information.json
station_information,http://britebikes.socialbicycles.com/opendata/station_information.json
station_status,http://britebikes.socialbicycles.com/opendata/station_status.json
free_bike_status,http://britebikes.socialbicycles.com/opendata/free_bike_status.json
system_hours,http://britebikes.socialbicycles.com/opendata/system_hours.json
system_calendar,http://britebikes.socialbicycles.com/opendata/system_calendar.json
system_regions,http://britebikes.socialbicycles.com/opendata/system_regions.json
system_pricing_plans,http://britebikes.socialbicycles.com/opendata/system_pricing_plans.json
system_alerts,http://britebikes.socialbicycles.com/opendata/system_alerts.json
gbfs,http://boise.greenbike.com/opendata/gbfs.json
system_information,http://boise.greenbike.com/opendata/system_information.json
station_information,http://boise.greenbike.com/opendata/station_information.json
station_status,http://boise.greenbike.com/opendata/station_status.json
free_bike_status,http://boise.greenbike.com/opendata/free_bike_status.json
system_hours,http://boise.greenbike.com/opendata/system_hours.json
system_calendar,http://boise.greenbike.com/opendata/system_calendar.json
system_regions,http://boise.greenbike.com/opendata/system_regions.json
system_pricing_plans,http://boise.greenbike.com/opendata/system_pricing_plans.json
system_alerts,http://boise.greenbike.com/opendata/system_alerts.json
gbfs,https://gbfs.bcycle.com/bcycle_boulder/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_boulder/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_boulder/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_boulder/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_boulder/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_boulder/system_regions.json
gbfs,http://santamonicabikeshare.com/opendata/gbfs.json
system_information,http://santamonicabikeshare.com/opendata/system_information.json
station_information,http://santamonicabikeshare.com/opendata/station_information.json
station_status,http://santamonicabikeshare.com/opendata/station_status.json
free_bike_status,http://santamonicabikeshare.com/opendata/free_bike_status.json
system_hours,http://santamonicabikeshare.com/opendata/system_hours.json
system_calendar,http://santamonicabikeshare.com/opendata/system_calendar.json
system_regions,http://santamonicabikeshare.com/opendata/system_regions.json
system_pricing_plans,http://santamonicabikeshare.com/opendata/system_pricing_plans.json
system_alerts,http://santamonicabikeshare.com/opendata/system_alerts.json
gbfs,https://gbfs.bcycle.com/bcycle_broward/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_broward/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_broward/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_broward/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_broward/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_broward/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_bublr/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_bublr/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_bublr/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_bublr/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_bublr/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_bublr/system_regions.json
system_alerts,https://gbfs.capitalbikeshare.com/gbfs/en/system_alerts.json
system_regions,https://gbfs.capitalbikeshare.com/gbfs/en/system_regions.json
system_calendar,https://gbfs.capitalbikeshare.com/gbfs/en/system_calendar.json
station_status,https://gbfs.capitalbikeshare.com/gbfs/en/station_status.json
station_information,https://gbfs.capitalbikeshare.com/gbfs/en/station_information.json
system_information,https://gbfs.capitalbikeshare.com/gbfs/en/system_information.json
gbfs,https://gbfs.bcycle.com/bcycle_charlotte/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_charlotte/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_charlotte/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_charlotte/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_charlotte/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_charlotte/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_cincyredbike/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_cincyredbike/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_cincyredbike/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_cincyredbike/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_cincyredbike/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_cincyredbike/system_regions.json
station_information,https://gbfs.citibikenyc.com/gbfs/en/station_information.json
system_regions,https://gbfs.citibikenyc.com/gbfs/en/system_regions.json
system_alerts,https://gbfs.citibikenyc.com/gbfs/en/system_alerts.json
station_status,https://gbfs.citibikenyc.com/gbfs/en/station_status.json
system_information,https://gbfs.citibikenyc.com/gbfs/en/system_information.json
gbfs,https://gbfs.bcycle.com/bcycle_clarksville/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_clarksville/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_clarksville/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_clarksville/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_clarksville/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_clarksville/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_clemson/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_clemson/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_clemson/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_clemson/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_clemson/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_clemson/system_regions.json
gbfs,http://coast.socialbicycles.com/opendata/gbfs.json
system_information,http://coast.socialbicycles.com/opendata/system_information.json
station_information,http://coast.socialbicycles.com/opendata/station_information.json
station_status,http://coast.socialbicycles.com/opendata/station_status.json
free_bike_status,http://coast.socialbicycles.com/opendata/free_bike_status.json
system_hours,http://coast.socialbicycles.com/opendata/system_hours.json
system_calendar,http://coast.socialbicycles.com/opendata/system_calendar.json
system_regions,http://coast.socialbicycles.com/opendata/system_regions.json
system_pricing_plans,http://coast.socialbicycles.com/opendata/system_pricing_plans.json
system_alerts,http://coast.socialbicycles.com/opendata/system_alerts.json
system_information,https://gbfs.cogobikeshare.com/gbfs/en/system_information.json
station_information,https://gbfs.cogobikeshare.com/gbfs/en/station_information.json
station_status,https://gbfs.cogobikeshare.com/gbfs/en/station_status.json
gbfs,https://gbfs.bcycle.com/bcycle_columbiacounty/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_columbiacounty/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_columbiacounty/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_columbiacounty/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_columbiacounty/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_columbiacounty/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_columbike/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_columbike/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_columbike/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_columbike/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_columbike/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_columbike/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_denver/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_denver/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_denver/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_denver/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_denver/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_denver/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_desmoines/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_desmoines/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_desmoines/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_desmoines/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_desmoines/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_desmoines/system_regions.json
station_status,https://gbfs.divvybikes.com/gbfs/en/station_status.json
system_information,https://gbfs.divvybikes.com/gbfs/en/system_information.json
station_information,https://gbfs.divvybikes.com/gbfs/en/station_information.json
gbfs,https://gbfs.bcycle.com/bcycle_elpaso/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_elpaso/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_elpaso/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_elpaso/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_elpaso/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_elpaso/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_memphis/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_memphis/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_memphis/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_memphis/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_memphis/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_memphis/system_regions.json
free_bike_status,https://gbfs.bcycle.com/bcycle_memphis/free_bike_status.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ks/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ks/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ks/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ks/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ks/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ks/en/system_regions.json
station_status,https://gbfs.fordgobike.com/gbfs/en/station_status.json
station_information,https://gbfs.fordgobike.com/gbfs/en/station_information.json
system_alerts,https://gbfs.fordgobike.com/gbfs/en/system_alerts.json
system_regions,https://gbfs.fordgobike.com/gbfs/en/system_regions.json
system_information,https://gbfs.fordgobike.com/gbfs/en/system_information.json
gbfs,https://gbfs.bcycle.com/bcycle_fortworth/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_fortworth/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_fortworth/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_fortworth/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_fortworth/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_fortworth/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_greatrides/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_greatrides/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_greatrides/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_greatrides/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_greatrides/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_greatrides/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_greenbikeslc/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_greenbikeslc/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_greenbikeslc/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_greenbikeslc/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_greenbikeslc/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_greenbikeslc/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_greenville/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_greenville/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_greenville/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_greenville/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_greenville/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_greenville/system_regions.json
gbfs,http://grid.socialbicycles.com/opendata/gbfs.json
system_information,http://grid.socialbicycles.com/opendata/system_information.json
station_information,http://grid.socialbicycles.com/opendata/station_information.json
station_status,http://grid.socialbicycles.com/opendata/station_status.json
free_bike_status,http://grid.socialbicycles.com/opendata/free_bike_status.json
system_hours,http://grid.socialbicycles.com/opendata/system_hours.json
system_calendar,http://grid.socialbicycles.com/opendata/system_calendar.json
system_regions,http://grid.socialbicycles.com/opendata/system_regions.json
system_pricing_plans,http://grid.socialbicycles.com/opendata/system_pricing_plans.json
system_alerts,http://grid.socialbicycles.com/opendata/system_alerts.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pp/en/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_heartland/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_heartland/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_heartland/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_heartland/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_heartland/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_heartland/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_houston/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_houston/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_houston/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_houston/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_houston/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_houston/system_regions.json
station_status,https://gbfs.bluebikes.com/gbfs/en/station_status.json
station_information,https://gbfs.bluebikes.com/gbfs/en/station_information.json
system_regions,https://gbfs.bluebikes.com/gbfs/en/system_regions.json
system_information,https://gbfs.bluebikes.com/gbfs/en/system_information.json
system_alerts,https://gbfs.bluebikes.com/gbfs/en/system_alerts.json
gbfs,https://gbfs.bcycle.com/bcycle_indego/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_indego/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_indego/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_indego/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_indego/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_indego/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_pacersbikeshare/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_pacersbikeshare/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_pacersbikeshare/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_pacersbikeshare/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_pacersbikeshare/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_pacersbikeshare/system_regions.json
gbfs,https://gbfs.bcycle.com/bcycle_jacksoncounty/gbfs.json
system_information,https://gbfs.bcycle.com/bcycle_jacksoncounty/system_information.json
station_information,https://gbfs.bcycle.com/bcycle_jacksoncounty/station_information.json
station_status,https://gbfs.bcycle.com/bcycle_jacksoncounty/station_status.json
system_pricing_plans,https://gbfs.bcycle.com/bcycle_jacksoncounty/system_pricing_plans.json
system_regions,https://gbfs.bcycle.com/bcycle_jacksoncounty/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nj/en/system_information.json
