feedtype,feedurl
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_gd/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_gd/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_gs/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_gs/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_gs/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_gs/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_gs/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_gs/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ig/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ig/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ig/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ig/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ig/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ig/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kc/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kc/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kc/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kc/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_kc/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_kc/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ma/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ma/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ma/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ma/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ma/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ma/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cm/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cm/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cm/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cm/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_cm/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_cm/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bc/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bc/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bc/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bc/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_bc/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_bc/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cs/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cs/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cs/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cs/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_cs/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_cs/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sb/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sb/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sb/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sb/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_sb/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_sb/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cg/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cg/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cg/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cg/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_cg/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_cg/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_vu/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_vu/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_vu/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_vu/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_vu/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_vu/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_zd/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_zd/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_zd/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_zd/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_zd/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_zd/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cj/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cj/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cj/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cj/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_cj/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_cj/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_hr/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_hr/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_hr/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_hr/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_hr/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_hr/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_br/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_br/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_br/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_br/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_br/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_br/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ol/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ol/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ol/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ol/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ol/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ol/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cv/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_cv/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cv/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_cv/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_cv/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_cv/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bi/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bi/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bi/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bi/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_bi/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_bi/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_in/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_in/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_in/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_in/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_in/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_in/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_hi/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_hi/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_hi/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_hi/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_hi/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_hi/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_vi/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_vi/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_vi/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_vi/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_vi/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_vi/en/system_regions.json
system_information,http://rey.publicbikesystem.net/ube/gbfs/v1/en/system_information
station_information,http://rey.publicbikesystem.net/ube/gbfs/v1/en/station_information
station_status,http://rey.publicbikesystem.net/ube/gbfs/v1/en/station_status
system_pricing_plans,http://rey.publicbikesystem.net/ube/gbfs/v1/en/system_pricing_plans
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bl/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bl/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bl/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bl/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_bl/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_bl/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_lv/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_lv/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_lv/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_lv/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_lv/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_lv/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_mt/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_mt/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_mt/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_mt/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_mt/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_mt/en/system_regions.json
system_information,http://guad.publicbikesystem.net/ube/gbfs/v1/en/system_information
station_information,http://guad.publicbikesystem.net/ube/gbfs/v1/en/station_information
station_status,http://guad.publicbikesystem.net/ube/gbfs/v1/en/station_status
system_pricing_plans,http://guad.publicbikesystem.net/ube/gbfs/v1/en/system_pricing_plans
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nd/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nd/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nd/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nd/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_nd/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_nd/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nl/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nl/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nl/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nl/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_nl/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_nl/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nz/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_nz/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nz/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_nz/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_nz/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_nz/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_bp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_bp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_bp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_bp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_sp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_sp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_jp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_jp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_jp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_jp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_jp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_jp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_gm/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_gm/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_gm/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_gm/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_gm/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_gm/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_gp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_gp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_gp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_gp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_gp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_gp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pk/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pk/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pk/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pk/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pk/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pk/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kw/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kw/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kw/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kw/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_kw/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_kw/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kr/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_kr/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kr/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_kr/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_kr/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_kr/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ps/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ps/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ps/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ps/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ps/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ps/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_op/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_op/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_op/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_op/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_op/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_op/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_lp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_lp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_lp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_lp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_lp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_lp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ln/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ln/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ln/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ln/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ln/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ln/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_km/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_km/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_km/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_km/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_km/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_km/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ob/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_ob/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ob/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_ob/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_ob/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_ob/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_os/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_os/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_os/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_os/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_os/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_os/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pi/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pi/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pi/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pi/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pi/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pi/en/system_regions.json
system_information,https://poland.nextbike.net/maps/gbfs/v1/nextbike_ep/en/system_information.json
station_information,https://poland.nextbike.net/maps/gbfs/v1/nextbike_ep/en/station_information.json
station_status,https://poland.nextbike.net/maps/gbfs/v1/nextbike_ep/en/station_status.json
free_bike_status,https://poland.nextbike.net/maps/gbfs/v1/nextbike_ep/en/free_bike_status.json
system_hours,https://poland.nextbike.net/maps/gbfs/v1/nextbike_ep/en/system_hours.json
system_regions,https://poland.nextbike.net/maps/gbfs/v1/nextbike_ep/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pu/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pu/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pu/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pu/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pu/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pu/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pb/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pb/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pb/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pb/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pb/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pb/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_or/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_or/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_or/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_or/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_or/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_or/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_rp/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_rp/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_rp/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_rp/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_rp/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_rp/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_mw/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_mw/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_mw/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_mw/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_mw/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_mw/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_rm/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_rm/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_rm/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_rm/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_rm/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_rm/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_po/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_po/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_po/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_po/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_po/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_po/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sc/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_sc/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sc/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_sc/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_sc/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_sc/en/system_regions.json
system_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pr/en/system_information.json
station_information,https://api.nextbike.net/maps/gbfs/v1/nextbike_pr/en/station_information.json
station_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pr/en/station_status.json
free_bike_status,https://api.nextbike.net/maps/gbfs/v1/nextbike_pr/en/free_bike_status.json
system_hours,https://api.nextbike.net/maps/gbfs/v1/nextbike_pr/en/system_hours.json
system_regions,https://api.nextbike.net/maps/gbfs/v1/nextbike_pr/en/system_regions.json
